Sentiment,clean_text
Neutral,
Positive,
Positive,l'm angry
Positive,
Positive,wish offer
Positive,dedicated iqoo widewine
Positive,daily
Positive,
Negative,horrificly typed forgive paranormal park cliffhanger outta expamples
Positive,
Positive,
Neutral,
Positive,
Positive,enthusiast original contain
Positive,
Negative,
Neutral,unsubs krn suprot elgebete sumali semoga selalu hidupmu dineraka laknat
Positive,
Negative,genuinely arrogate
Negative,
Negative,penalize fail toilet flushed
Negative,christendom mocking
Neutral,buncha epic
Positive,haha
Neutral,
Negative,regular save offline spend cent
Neutral,arey lanjakodaka cheyya dakani ganta sepu paduthundi vasthaledhu aina
Positive,offline
Negative,worse alone cyberpunk edgerunners representative
Positive,
Negative,solved 'add method' verbalize expected
Positive,permission allow
Neutral,cleryce jasmine clarkson
Positive,serious performance super flat operate hill
Negative,booster grid cabin storm stop weekend faint stall manually
Negative,
Neutral,maganda
Neutral,cleryce jasmine clarkson prince
Positive,
Positive,
Negative,
Positive,
Negative,
Negative,useless
Neutral,exploitative scum seek capitalist margin utorrent
Negative,stellar leave lady watch
Positive,
Negative,useless
Negative,remove blocked stoppage block
Neutral,fe
Neutral,vai sobre baixar epi dios uma voc parte baixa quando vai assistir aparece uma mensagem dizendo poss vel sinceramente considerando trocar
Neutral,joule eh
Positive,tween look marnie yr beg fricken comment viral overall beautiful beautiful
Neutral,
Positive,cool
Positive,
Negative,
Neutral,ut way contant throttle
Negative,choice engineer
Positive,
Positive,
Positive,
Negative,
Negative,exploration groomers ashamed
Positive,
Neutral,
Neutral,wish belong
Neutral,race swapped princess alabasta
Neutral,piss
Negative,ninjago glad bounty stolen fell asleep bounty cool
Neutral,
Neutral,hack berubah sendiri pembayaran mungkin akun pemulihan akun tdk
Negative,international flight allow
Negative,lodge progress
Neutral,
Neutral,
Negative,horror comerciales como ver pagando ver pel culas comerciales regresamos comerciales tele local
Negative,scope mahratti ott's marathi
Neutral,mst mst
Negative,lie encroachment prevent
Positive,rate boring crowded
Negative,location
Positive,decreased dramatically
Negative,quit max hulu pb liked channel excision
Positive,
Negative,year's key tnc advertized trusted tip contact fraud explanation report local bbb handle compensation breach c
Positive,smoothly insta jio hotstar yr
Neutral,gujjar sudan
Neutral,
Neutral,machikini ekdam
Negative,stuck stop play frequently
Positive,ngl
Negative,representative qualified nodel office representative share successfully detail
Negative,worthless pressure fiber
Positive,fantastic location wherever
Negative,drop imagine reserve lower
Negative,play
Positive,bright dimmer bright
Positive,
Neutral,bakwassssss
Positive,kpdh
Positive,direct tie push censor america actively lobbying favor restriction dwindling
Neutral,joburg king
Neutral,vedios
Neutral,
Neutral,acchi yah
Positive,beautiful
Negative,older relogin
Neutral,phoney fony
Neutral,thez boolshet
Positive,
Negative,
Positive,
Negative,screencast hamstring twofold decreasing coverage outrageous
Positive,
Neutral,dekh bhai pata hu mang
Negative,offline allow offline
Neutral,think
Neutral,tidak dapat terhubung gangguan dari kemarin
Neutral,yg bagus masih kurang jepang apalagi buat korea jepangsaran lagi korea lengkap seperti naruto
Positive,
Positive,
Negative,
Neutral,descent
Negative,annoyed length stutter break flow
Negative,small forced large adays foot board like somebody fired
Neutral,increible
Neutral,
Neutral,
Neutral,barbaad kyon rupayiaaaa karun
Positive,sweet
Neutral,pangit gumana na'to nakakaubos pasensya nito gumawa saltik
Neutral,predator bait ped globally
Positive,
Negative,
Positive,
Negative,layout scrolling sideways prefer original looked scrolling selection preferred
Positive,blurry vision sound solve
Negative,cool
Neutral,aaram vo galti dikha lekar other's kardi
Negative,disgusting clearest dependable
Negative,
Positive,activity
Negative,faq bearer
Neutral,approximately gain marry
Positive,documentary
Negative,padho aadhi dekhni bht documentary bhai jitne rhe
Negative,worse representative cyberpunk edgerunners alone
Negative,holiday
Neutral,programing aimed towards
Negative,
Neutral,
Neutral,haven'
Negative,vidio svse jata
Positive,
Neutral,tuff boii
Negative,cube background
Negative,yhu hotel haunted
Positive,super
Neutral,
Negative,flagged falsely amiss
Negative,booo
Positive,lowest religional deserves breaking stanger walking lock key alice borderland ginie wish unstoppable unbelievable
Negative,
Neutral,deletion reinstall
Neutral,feto
Negative,sick suck dialog plot chopping block nov
Positive,san
Negative,marathi scope ott's marathi
Positive,
Negative,appliance
Negative,provide earth ton ugh fact continually prove needing ugh
Positive,
Negative,steal advertise posess
Positive,
Positive,deal debating
Negative,disappointing drop
Negative,unless slowly
Positive,wow entertainment enjoy
Negative,
Neutral,origination animation
Neutral,prefiro completo arco dublado
Neutral,prince clarkson jasmine cleryce fleshly
Neutral,yona thata xap
Positive,food entertainment
Positive,netflixxx primeeeee atleastt god sake
Negative,useless seance
Neutral,rough subscribtion
Positive,
Neutral,dia mana mau macam kata salah
Neutral,exelente servicio pena contenido esta faltan peliculas como transformer harry potter entr otras quizas deba demas variado muy
Positive,
Positive,effective
Neutral,
Neutral,format yyyy mm dd hh mm
Neutral,saport
Negative,billion imply forward ability streamed damn
Negative,payed
Negative,wasted attemi
Neutral,koro
Positive,increase useless hit attack titan friern ect look
Neutral,bloat unsolicited
Negative,ai era
Negative,
Neutral,
Negative,fund creator ideological murder indoctrinating situation sickening
Negative,category category row scrolling common vertical scrolling setting genre specific
Positive,
Neutral,encanta aunque dispositivo vodafone veces hay provoca apagado aparato molesta porque tarda encenderse cargar
Neutral,le qui correspondent ce sou dit
Positive,stuck picher eshu
Positive,
Positive,
Negative,demo broken
Negative,block ashamed
Negative,attemi wasted
Positive,account adult cool thank
Positive,
Neutral,pa aku mau nonton cdrama mulu grafik nya juga agak jelek
Neutral,loose upi banking
Negative,purani itni yaa jaa saari chuki hadd kmane chla
Neutral,reid gagaring
Neutral,nak episodnyee episod keluar ibarat ikan berjalan contoh episod keluar pukul malam belum tunggu
Negative,verizon upon self prior personal bbb turned alert careful
Neutral,instantly intuitive
Neutral,garage
Neutral,mujii lado
Positive,
Positive,
Negative,play
Positive,
Positive,
Negative,unacceptable defrayment depsite
Positive,wonderful
Negative,af disgusting
Neutral,t ksgshs
Positive,
Negative,mom fact college
Positive,hand binge original classic intuitive mood notch ability family roommate
Negative,
Negative,like forced large adays foot panel small somebody fired
Positive,credit
Negative,
Positive,
Neutral,frost jacking jump regressing
Positive,
Negative,payment depsite impossible
Neutral,incorporated doo mystery scooby
Neutral,boo
Negative,
Positive,
Positive,
Positive,
Positive,wish
Positive,stuck
Neutral,
Neutral,kyat
Negative,nexflix outside broke apon
Negative,failure complaint
Negative,
Positive,bored enything xk
Negative,hire actor relinquish character storyline look twist
Neutral,underlying misfunction systematic remedial diagnostic
Positive,
Neutral,halt renewal
Positive,
Positive,
Negative,rotting value core gild
Negative,flannel degrading
Positive,dialogue cc cc clutter cue door creak music distracting clarity caption german spanish portuguese surely combined escalate
Neutral,bohot
Negative,wastage disturbing fake
Positive,muchhhhhhh appp
Positive,laju boleh langsung bayar mahal mahal boleh
Neutral,perfino tutti italiano tutti sballati capisce ceppa negli sottottitoli altri posto gli riuscite fare dei sottotitoli decenti
Neutral,princess swapped race alabasta
Positive,
Positive,escape
Negative,stressing
Positive,intrusting
Positive,
Negative,paste imitate acess
Neutral,
Positive,stray
Neutral,
Neutral,ihave aloot
Neutral,tum dekho hindustani target badnaam unhe
Negative,worthless
Negative,buck propaganda goyslop npc's
Positive,wow geo bio diversity unfolding deliciously
Negative,chat reply
Neutral,
Neutral,capitalist thief
Negative,cool
Negative,thriller claim suspense bored boring director scriptwriting
Neutral,basura gumana tang ina nako
Negative,proud
Negative,
Negative,warn listening listen warning
Positive,
Neutral,bayd bwasan sana nlng sana ngtaas
Positive,
Negative,delay posting awaited
Neutral,minha consigo assistir ssimo praseodymium pria cel tamb funciona
Neutral,
Positive,
Neutral,
Negative,scorn play severally sound
Negative,immorality
Positive,
Negative,actress zhaolusi zhaolusi wrong
Positive,accept
Negative,aside commence choice
Neutral,aimed programing towards
Positive,sale kinder sweet
Neutral,anuncios pusieron simo
Neutral,muy pr ctica disfrutar pel culas cualquier momento gusta porque siempre hay mucho contenido variado cil
Positive,pointless allow greed
Negative,deja abrir
Neutral,
Negative,enjoy unfortunately record published rather
Neutral,tanginess rn kau bawas bawas nyo
Negative,billing perversion
Neutral,prowper throwing eeepe
Negative,stop
Negative,pudding validation brainwashing
Neutral,prmia maine mere substantiation view bol
Positive,student discount bcus bcus student student discount
Negative,frequently halt
Positive,
Negative,tuesday
Negative,approval delted lol
Neutral,
Neutral,
Positive,
Neutral,
Positive,
Negative,cool dept wrong menu defeating purpose
Neutral,eow
Neutral,climbing shrinking
Positive,cool
Positive,value provides notch entertainment truly stand
Neutral,roopa shet
Positive,entertaining
Neutral,
Neutral,joburg mogul
Negative,
Positive,wish
Negative,whilst block direction
Positive,podem resolver problema abaixo todos meus acessos parados mesmo assim consigo dar em deo ele erro plauing retry
Positive,
Negative,tolerate disgusting programming
Positive,thundermans
Positive,progress synk
Negative,becoming layout apologize
Negative,stressing
Neutral,xap yona thata
Neutral,phonr hastle
Positive,
Negative,swindler rug pull burning company cooperate sucking culture mass passion
Negative,rise worse decent aired invested invested
Positive,resume
Neutral,
Positive,
Negative,wrong create
Neutral,trending
Negative,membership nakakainis feed kailangan yon
Negative,pass mistake globe offered dvd
Negative,
Positive,cool alex casana
Positive,
Positive,
Neutral,reapearing dissapearing
Negative,chunk footage
Negative,strange stripper twerking butt ed gein sex body cut face surely aware pornography freak freaky warrior immigrant drowned str le sex
Positive,enjoyed
Positive,wonderful plateform upload
Negative,lol today's app's broken
Negative,stingy unbelievable statement counter strategy bite earnings pirated
Positive,
Neutral,
Neutral,nakambala
Neutral,balikin gk anj udah instal gw dimainin
Neutral,holograph dimensional realistic aug idahosa victor amen
Neutral,ninakawan nako tang gumana ina basura
Neutral,excelente
Positive,
Positive,continuous enjoy
Neutral,collection
Positive,allow
Negative,flight disappeared
Positive,
Positive,
Neutral,event trash
Positive,
Positive,disabled
Neutral,
Positive,
Neutral,sath popcorn diye
Negative,ended reaching emailed disappointing expected
Neutral,deaf flim
Positive,written comedy
Positive,happy
Negative,vidio jata svse
Positive,hopefully
Positive,
Positive,original shoe global
Negative,charged accord minus
Positive,wow
Neutral,exellent exellent
Positive,wish quicker website
Positive,browser technology age
Neutral,
Negative,urlaub fahren meinem entscheidest meine serie oder meinen deckt kann und zweitens sehen die kroatische bersetzung die lfte filme und serien hast von tsch
Positive,dandadan sakamoto dr
Positive,background toggle
Positive,
Neutral,outage
Negative,stupid
Negative,pirated vhs tape pirated music tape eruption neighbour banging turned
Negative,unethical apparently wokeism
Negative,minimal friend originally moved separately
Neutral,
Neutral,goood
Neutral,gini pdhl akun sm ovo tetapi makan rb dr pembayaran sbg ovoku
Negative,
Neutral,
Positive,
Neutral,
Neutral,cvg tfccd
Neutral,qy tabletkeep attempting
Negative,thank lamentably
Negative,sima aplicaci permite ver calificacion la peliculas
Neutral,watchable nunber
Negative,
Neutral,
Neutral,upi deposit
Neutral,
Neutral,
Negative,redo complaint
Negative,brainwashing ideologic youth manipulation
Neutral,
Neutral,faild apk
Positive,superb
Neutral,
Negative,
Neutral,showman pedophile
Negative,
Negative,solvent regarding allow contacted stating rude
Positive,
Positive,
Neutral,sirig nitflix
Neutral,
Neutral,fake fony
Neutral,shab bhatti faarhan
Positive,excapt whatch diffrent
Positive,
Negative,ugly
Positive,
Neutral,stealer capitalist
Positive,wow base
Positive,acceptable max max phone's developer
Negative,wrong greyed
Positive,
Neutral,
Negative,flight disabled train journeying hope
Positive,
Positive,worse
Neutral,reapearing dissapearing
Neutral,
Negative,protect mentally ill collectivist avoid propaganda plague
Neutral,
Positive,asian
Negative,balance froyd froyd motherfucker
Neutral,washing
Positive,
Positive,daaku maharaaj sikandar thank
Positive,prime smoothness
